paper_title,author,year,intervention_name,scale_name,delay,u_s_d,d,se_d,var_d
Expect Respect Support Groups: Preliminary Evaluation of a Dating Violence Prevention Program for At-Risk Youth,ball,2012,expect respect,violence and healthy conflict resolution - perpetration,0,0.03,0.052,0.11832159566199232,0.014
Effects of The Men's Program on U.S. Army Soldier's Intentions to Commit and WIllingness to Intervene to Prevent Rape: A Pretest Posttest Study,foubert,2012,comparison group,illinois rape myth acceptance scale,0,0.1,0.1,0.08944271909999159,0.008
Effects of The Men's Program on U.S. Army Soldier's Intentions to Commit and WIllingness to Intervene to Prevent Rape: A Pretest Posttest Study,foubert,2012,men's program,illinois rape myth acceptance scale,0,0.4,0.4,0.09486832980505137,0.009
Changing attitudes and perceptions of Hispanic men ages 18-25 about rape and rape prevention,lawson,2012,men's program,rape attitude and belief scale,0,0.44,0.44,0.3,0.09
Exploratory Evaluation of a School-Based Child Sexual Abuse Prevention Program,barron,2013,tweenees,children's safety knowledge and skills questionnaire,14,2.195,0.152,0.10488088481701516,0.011
"The Impact of a Middle School Program to Reduce Aggression, Victimization, and Sexual Violence",espelage,2013,second step middle school program,women sexual harassment survey - perpetration,274,0.94,-0.03411369798567064,0.3255764119219941,0.106
"The Impact of a Middle School Program to Reduce Aggression, Victimization, and Sexual Violence",espelage,2013,second step middle school program,women sexual harassment survey - victimization,274,0.96,-0.02250634514776673,0.3255764119219941,0.106
Spotting the Signs: First-Year College Students' Responses to Bystander-Themed Rape Prevention Posters,katz b,2013,know your power posters,illinois rape myth acceptance scale - short form,0,0,0,0.21213203435596426,0.045
Spotting the Signs: First-Year College Students' Responses to Bystander-Themed Rape Prevention Posters,katz b,2013,know your power posters,bystander behavior scale,0,4.6,0.459,0.21447610589527216,0.046
One-Year Follow-Up of a Coach-Delivered Dating Violence Prevention Program: A Cluster Randomized Trial,miller,2013,coaching boys into men,gender-equitable attitudes,365,-0.03,-0.054,0.4732863826479693,0.224
One-Year Follow-Up of a Coach-Delivered Dating Violence Prevention Program: A Cluster Randomized Trial,miller,2013,coaching boys into men,abuse perpetration,365,-0.16,0.216,0.4743416490252569,0.225
Shifting Boundaries: An Experimental Evaluation of a Dating Violence Prevention Program in Middle Schools,taylor,2013,shifting boundaries - classroom,dating sexual violence perpetration: prevalence,183,1.038,-0.02056224380663135,0.46151923036857306,0.213
Shifting Boundaries: An Experimental Evaluation of a Dating Violence Prevention Program in Middle Schools,taylor,2013,shifting boundaries - classroom,dating sexual violence victimization: prevalence,183,0.919,0.04657028682007101,0.46151923036857306,0.213
Shifting Boundaries: An Experimental Evaluation of a Dating Violence Prevention Program in Middle Schools,taylor,2013,shifting boundaries - building,peer sexual violence perpetration: prevalence,183,0.527,0.35315633199111607,0.5,0.25
Shifting Boundaries: An Experimental Evaluation of a Dating Violence Prevention Program in Middle Schools,taylor,2013,shifting boundaries - building,peer sexual violence victimization: prevalence,183,0.662,0.22741750337931174,0.4979959839195493,0.248
Shifting Boundaries: An Experimental Evaluation of a Dating Violence Prevention Program in Middle Schools,taylor,2013,shifting boundaries - classroom + building,dating & peer sexual violence perpetration: prevalence,183,0.7685,0.1451730115225051,0.4774934554525329,0.228
Shifting Boundaries: An Experimental Evaluation of a Dating Violence Prevention Program in Middle Schools,taylor,2013,shifting boundaries - classroom + building,dating & peer sexual violence victimization: prevalence,183,0.751,0.15787282367854316,0.4774934554525329,0.228
Bystander Sexual Violence Prevention Program: Implementation and Evaluation With High-Risk University Males,elias-lambert,2013,bringing in the bystander,illinois rape myth acceptance scale - short form,0,0.01,-0.001,0.1673320053068151,0.028
Bystander Sexual Violence Prevention Program: Implementation and Evaluation With High-Risk University Males,elias-lambert,2013,bringing in the bystander,attempted and or completed rape (m-ses),35,-0.02,0.02,0.27568097504180444,0.076
Bystander Sexual Violence Prevention Program: Implementation and Evaluation With High-Risk University Males,elias-lambert,2013,bringing in the bystander,illinois rape myth acceptance scale - short form,35,-1.53,0.186,0.27748873851023215,0.077
A Theater Intervention to Prevent Teen Dating Violence for Mexican-American Middle School Students,belknap,2013,adaptation of theater of the oppressed,theatre,0,0.0021,0.001,0.17606816861659008,0.031
Effects of a Brief Pilot Sexual Harassment Prevention Workshop on Employees' Knowledge,campbell,2013,sexual harassment prevention program,preventing sexual harassment for employees knowledge quiz,0,-1.51,0.559,0.22583179581272428,0.051
ASSESSMENT OF THE IMPACT OF SAISIR: A dating violence prevention program,chamberland,2014,saisir,attitudes about violence,7,-0.31,0.426,0.08944271909999159,0.008
ASSESSMENT OF THE IMPACT OF SAISIR: A dating violence prevention program,chamberland,2014,saisir,attitudes about violence,30,-0.2,0.275,0.11832159566199232,0.014
Decreasing Misperceptions of Sexual Violence to Increase Bystander Intervention: A Social Norms Intervention,darlington,2014,sexual wellness advocacy team,illinois rape myth acceptance scale - short form,0,0.04,0.04,0.1673320053068151,0.028
Decreasing Misperceptions of Sexual Violence to Increase Bystander Intervention: A Social Norms Intervention,darlington,2014,sexual wellness advocacy team,illinois rape myth acceptance scale - short form,122,0.04,0.04,0.2073644135332772,0.043
Decreasing Misperceptions of Sexual Violence to Increase Bystander Intervention: A Social Norms Intervention,darlington,2014,sexual wellness advocacy team,bystander behavior scale-revised,122,0.2,0.2,0.2073644135332772,0.043
Decreasing Misperceptions of Sexual Violence to Increase Bystander Intervention: A Social Norms Intervention,darlington,2014,sexual wellness advocacy team + bystander education,illinois rape myth acceptance scale - short form,0,0.08,0.08,0.18439088914585774,0.034
Decreasing Misperceptions of Sexual Violence to Increase Bystander Intervention: A Social Norms Intervention,darlington,2014,sexual wellness advocacy team + bystander education,illinois rape myth acceptance scale - short form,122,0.06,0.06,0.216794833886788,0.047
Decreasing Misperceptions of Sexual Violence to Increase Bystander Intervention: A Social Norms Intervention,darlington,2014,sexual wellness advocacy team + bystander education,bystander behavior scale-revised,122,0.24,0.24,0.21908902300206645,0.048
Effects of It's Your Game...Keep It Real Program on Dating Violence in Ethnic Minority Middle School Youths: A Group Randomized Trial,peskin,2014,it's your game… keep it real,physical victimization,61,-0.043,0.108,0.5718391382198319,0.327
Effects of It's Your Game...Keep It Real Program on Dating Violence in Ethnic Minority Middle School Youths: A Group Randomized Trial,peskin,2014,it's your game… keep it real,physical perpetration,61,-0.003,0.008,0.5709640969448079,0.326
A web-based sexual violence bystander intervention for male college students: randomized controlled trial,salzar,2014,realconsent,revised conflict tactics scale (cts2) (perpetration),183,0.29,0.29,0.13784048752090222,0.019
A web-based sexual violence bystander intervention for male college students: randomized controlled trial,salzar,2014,realconsent,rape myths,183,5.48,0.533,0.1414213562373095,0.02
Utilizing a Train-the-Trainer Model for Sexual Violence Prevention: Findings From a Pilot Study with High School Students of Asian and Pacific Islander Descent in Hawai'i,baker,2014,respect,illinois rape myth acceptance scale - short form,30,0.4256,0.673,0.17606816861659008,0.031
Utilizing a Train-the-Trainer Model for Sexual Violence Prevention: Findings From a Pilot Study with High School Students of Asian and Pacific Islander Descent in Hawai'i,baker,2014,respect,illinois rape myth acceptance scale - short form,0,0.5613,0.887,0.1816590212458495,0.033
Promoting prosocial behaviors to prevent dating violence among college students: evaluation of a bystander intervention,borsky,2014,30 min presentation + week long marketing campaign,bystander behavior scale,0,0.7,0.282,0.17029386365926402,0.029
Voices within a Gay World: An Evaluation of Oregon State University's Sexual and Domestic Violence Prevention Curriculum,mcclure,2014,every1 and one act bystander intervention,college date rape attitudes and behaviors,0,0,0,0.26267851073127396,0.069
An Evaluation of Two Dating Violence Prevention Programs on a College Campus,peterson,2014,bystander dating violence prevention program,bystander behavior scale,61,3.6,0.837,0.10488088481701516,0.011
An Evaluation of Two Dating Violence Prevention Programs on a College Campus,peterson,2014,bystander dating violence prevention program,illinois rape myth acceptance scale,61,-0.5,1,0.10488088481701516,0.011
An Evaluation of Two Dating Violence Prevention Programs on a College Campus,peterson,2014,traditional awareness dating violence prevention program,bystander behavior scale,61,1.4,0.326,0.10488088481701516,0.011
An Evaluation of Two Dating Violence Prevention Programs on a College Campus,peterson,2014,traditional awareness dating violence prevention program,illinois rape myth acceptance scale,61,-0.3,0.6,0.10954451150103323,0.012
Adolescent Dating Violence: Application of a U.S. Primary Prevention Program in St. Lucia,alexander,2014,choose respect,attitudes about physial affection in relationships,0,0.16,0.147,0.06324555320336758,0.004
The Effects of Persuasive Communication on Knowledge and Attitudinal Outcome of a Sexual Harassment Training Program,anton,2014,nonexpert / weak,knowledge of sexual harassment scale,0,-0.3818,1.773,0.2664582518894845,0.071
The Effects of Persuasive Communication on Knowledge and Attitudinal Outcome of a Sexual Harassment Training Program,anton,2014,nonexpert / strong,knowledge of sexual harassment scale,0,-0.4,1.836,0.2683281572999748,0.072
The Effects of Persuasive Communication on Knowledge and Attitudinal Outcome of a Sexual Harassment Training Program,anton,2014,expert / weak,knowledge of sexual harassment scale,0,-0.3905,1.856,0.2701851217221259,0.073
The Effects of Persuasive Communication on Knowledge and Attitudinal Outcome of a Sexual Harassment Training Program,anton,2014,expert / strong,knowledge of sexual harassment scale,0,-0.3908,1.925,0.2720294101747089,0.074
Speak Up: Engaging Youth in School-Based Primary Prevention of Sexual Violence,kirkner,2014,speak up,stereotypes and myths,0,3.3447,0.349,0.10488088481701516,0.011
Utilizing Peer Education Theater for the Primary Prevention of Sexual Violence on College Campuses,mcmahon,2014,scream theater,rape myth acceptance,21,0.21,0.382,0.05477225575051661,0.003
An Evaluation of Two Dating Violence Prevention Programs on a College Campus,peterson,2014,traditional awareness dating violence prevention program,illinois rape myth acceptance scale,0,0.3,0.5,0.07745966692414834,0.006
An Evaluation of Two Dating Violence Prevention Programs on a College Campus,peterson,2014,bystander dating violence prevention program,illinois rape myth acceptance scale,0,0.6,1,0.07745966692414834,0.006
The Men's Project: A Sexual Assault Prevention Program Targeting College Men,stewart,2014,men's project,illinois rape myth acceptance scale,14,0.36,0.468,0.2720294101747089,0.074
A Media Literacy Education Approach to Teaching Adolescents Comprehensive Sexual Health Education,scull,2014,media aware relationships,sexual health knowledge,24,-0.88,0.301,0.18973665961010275,0.036
Changing Attitudes About Being a Bystander to Violence: Translating an In-Person Sexual Violence Prevention Program to a New Campus,cares,2015,bringing in the bystander,illinois rape myth acceptance scale - short form,14,-0.19,0.168,0.08366600265340755,0.007
Effectiveness of a sexual assault awareness and prevention workshop for youth: A 3-month follow-up pragmatic cluster randomization study,daigneault,2015,awareness and prevention,ses - victimization,14,-0.03,0.153,0.1,0.01
Effectiveness of a sexual assault awareness and prevention workshop for youth: A 3-month follow-up pragmatic cluster randomization study,daigneault,2015,awareness and prevention,ses - victimization,91,-0.02,0.029,0.10488088481701516,0.011
Effectiveness of a sexual assault awareness and prevention workshop for youth: A 3-month follow-up pragmatic cluster randomization study,daigneault,2015,awareness and prevention,ses - perpetration,14,-0.01,-0.071,0.09486832980505137,0.009
Effectiveness of a sexual assault awareness and prevention workshop for youth: A 3-month follow-up pragmatic cluster randomization study,daigneault,2015,awareness and prevention,ses - perpetration,91,0.01,0.101,0.10488088481701516,0.011
Effectiveness of a sexual assault awareness and prevention workshop for youth: A 3-month follow-up pragmatic cluster randomization study,daigneault,2015,awareness and prevention,sexual assault knowledge,7,0.97,0.789,0.08366600265340755,0.007
Effectiveness of a sexual assault awareness and prevention workshop for youth: A 3-month follow-up pragmatic cluster randomization study,daigneault,2015,awareness and prevention,sexual assault knowledge,91,0.89,0.724,0.09486832980505137,0.009
"Clinical Trial of Second Step Middle School Program: Impact on Bullying, Cyberbullying, Homophobe Teasing, and Sexual Harassment Perpetration",espelage,2015,second step middle school program,the sexual harassment/groping subscale (perpetration),1096,0.4167,0,0.3255764119219941,0.106
Examining the Preliminary Efficacy of a Dating Violence Prevention Program for Hispanic Adolescents,gonzalez-guarda,2015,joven,physical and sexual victimization,365,0.111,-0.227,0.29154759474226505,0.085
Examining the Preliminary Efficacy of a Dating Violence Prevention Program for Hispanic Adolescents,gonzalez-guarda,2015,joven,physical and sexual perpetration,365,-0.044,0.09,0.3255764119219941,0.106
An Online Bystander Intervention Program for the Prevention of Sexual Violence,kleinsasser,2015,take care,bystander behavior scale,61,1.49,-0.29,0.20493901531919198,0.042
Evaluating bystander intervention training: creating awareness on college campuses,brokenshire,2015,take a stand! bystander intervention,social norms,0,-0.34,-0.341,0.17606816861659008,0.031
Evaluation of the Green Dot Bystander Intervention to Reduce Interpersonal Violence Among College Students Across Three Campuses,coker,2015,green dot,unwanted sex - victimization,274,-2.22,0.054,0.03162277660168379,0.001
Evaluation of the Green Dot Bystander Intervention to Reduce Interpersonal Violence Among College Students Across Three Campuses,coker,2015,green dot,unwanted sex - perpetration,274,0.9,0.022,0.03162277660168379,0.001
Effects of a Human Sexuality Course on Attitudes Toward Rape and Violence,dallager,2015,human sexuality course,rape myth acceptance,0,7.17,0.473,0.17888543819998318,0.032
Evaluation of the Strong Start Initiative Preventing Teen Dating Violence and Promoting Healthy Relationships Among Middle School Students,miller,2015,start strong,physical perpetration,152,0.04,0.026,0.05477225575051661,0.003
Evaluation of the Strong Start Initiative Preventing Teen Dating Violence and Promoting Healthy Relationships Among Middle School Students,miller,2015,start strong,physical victimization,152,0.05,0.043,0.05477225575051661,0.003
Evaluation of the Strong Start Initiative Preventing Teen Dating Violence and Promoting Healthy Relationships Among Middle School Students,miller,2015,start strong,physical perpetration,517,0,0,0.05477225575051661,0.003
Evaluation of the Strong Start Initiative Preventing Teen Dating Violence and Promoting Healthy Relationships Among Middle School Students,miller,2015,start strong,physical victimization,517,0,0,0.05477225575051661,0.003
Friends helping friends: a nonrandomized control trial of a peerbased response to dating violence,amar,2015,friends helping friends,college date rape attitude scale,0,-0.92,0.12,0.20493901531919198,0.042
Changing Attitudes About Being a Bystander to Violence: Translating an In-Person Sexual Violence Prevention Program to a New Campus,cares,2015,bringing in the bystander + know your partner bystander social marketing campaign,illinois rape myth acceptance scale - short form,365,0.48,0.429,0.11401754250991379,0.013
Changing Attitudes About Being a Bystander to Violence: Translating an In-Person Sexual Violence Prevention Program to a New Campus,cares,2015,know your partner bystander social marketing campaign,illinois rape myth acceptance scale - short form,365,0.6,0.517,0.10488088481701516,0.011
"Evaluation of a Youth-Led Program for Preventing Bullying; Sexual Harassment, and Dating Aggression in Middle Schools",connolly,2015,youth lead program,rise knowledge questionnaire - dating aggression (perpetration),244,-0.07,0.438,0.1,0.01
"Evaluation of a Youth-Led Program for Preventing Bullying; Sexual Harassment, and Dating Aggression in Middle Schools",connolly,2015,youth lead program,sexual harassment questionaire (victimization),244,-0.03,-0.088,0.1,0.01
"Evaluation of a Youth-Led Program for Preventing Bullying; Sexual Harassment, and Dating Aggression in Middle Schools",connolly,2015,usual practice,sexual harassment questionaire (victimization),244,-0.03,-0.094,0.08366600265340755,0.007
"Evaluation of a Youth-Led Program for Preventing Bullying; Sexual Harassment, and Dating Aggression in Middle Schools",connolly,2015,usual practice,rise knowledge questionnaire - dating aggression (perpetration),244,-0.03,0.2,0.08366600265340755,0.007
Predicting Improvement After a Bystander Program for the Prevention of Sexual and Dating Violence,hines a,2015,bringing in the bystander,illinois rape myth acceptance scale,7,2.03,0.246,0.11401754250991379,0.013
Predicting Improvement After a Bystander Program for the Prevention of Sexual and Dating Violence,hines a,2015,bringing in the bystander,bystander behavior scale,7,-1.05,0.186,0.11401754250991379,0.013
Predicting Improvement After a Bystander Program for the Prevention of Sexual and Dating Violence,hines a,2015,bringing in the bystander,illinois rape myth acceptance scale,183,3.47,0.421,0.1224744871391589,0.015
Predicting Improvement After a Bystander Program for the Prevention of Sexual and Dating Violence,hines a,2015,bringing in the bystander,bystander behavior scale,183,-0.84,0.148,0.1224744871391589,0.015
An Experimental Evaluation of Peer versus Professional Educators of a Bystander Program for the Prevention of Sexual and Dating Violence among College Students,hines b,2015,bringing in the bystander,bystander behavior scale,183,-0.03,0.107,0.1224744871391589,0.015
An Experimental Evaluation of Peer versus Professional Educators of a Bystander Program for the Prevention of Sexual and Dating Violence among College Students,hines b,2015,bringing in the bystander,illinois rape myth acceptance scale,183,2.2,0.248,0.12649110640673517,0.016
An Experimental Evaluation of Peer versus Professional Educators of a Bystander Program for the Prevention of Sexual and Dating Violence among College Students,hines b,2015,bringing in the bystander,illinois rape myth acceptance scale,7,2.09,0.235,0.15491933384829668,0.024
‘‘Campus Craft’’: A Game for Sexual Assault Prevention in Universities,jozkowski,2015,campus craft,illinois rape myth acceptance scale,0,0.07,0.094,0.12649110640673517,0.016
A 6-Week School Curriculum Improves Boys’ Attitudes and Behaviors Related to Gender-Based Violence in Kenya,keller,2015,your moment of truth,attitudes toward women and endorsement of rape myths,274,1.61,1.61,0.044721359549995794,0.002
A 6-Week School Curriculum Improves Boys’ Attitudes and Behaviors Related to Gender-Based Violence in Kenya,keller,2015,standard of care,attitudes toward women and endorsement of rape myths,274,-0.23,-0.23,0.08944271909999159,0.008
The Efficacy of a High School Rape Prevention Program in Israel,moor,2015,intervention,increasing knowledge and changing attitudes,0,-0.09,0.25,0.1,0.01
The Efficacy of a High School Rape Prevention Program in Israel,moor,2015,intervention,"touch, stop, stop (perpetration)",0,-0.19,0.133,0.1,0.01
The Efficacy of a High School Rape Prevention Program in Israel,moor,2015,intervention,increasing knowledge and changing attitudes,0,-0.16,0.235,0.10488088481701516,0.011
The Efficacy of a High School Rape Prevention Program in Israel,moor,2015,intervention,"touch, stop, stop (perpetration)",0,-0.1633,0.134,0.10488088481701516,0.011
Encouraging Responses in Sexual and Relationship Violence Prevention: What Program Effects Remain 1 Year Later?,moynihan,2015,bringing in the bystander + know your partner bystander social marketing campaign,bystander behaviors towards friends and strangers,365,0.06,-0.217,0.11401754250991379,0.013
Experimental Evaluation of a Bystander Prevention Program for Sexual Assault and Dating Violence,reed,2015,bringing in the bystander,illinois rape myth acceptance scale,183,2.22,0.271,0.11401754250991379,0.013
Experimental Evaluation of a Bystander Prevention Program for Sexual Assault and Dating Violence,reed,2015,traditional psychoeducation,illinois rape myth acceptance scale,183,2.37,0.279,0.11401754250991379,0.013
Experimental Evaluation of a Bystander Prevention Program for Sexual Assault and Dating Violence,reed,2015,bringing in the bystander,illinois rape myth acceptance scale,0,1.99,0.243,0.1224744871391589,0.015
Experimental Evaluation of a Bystander Prevention Program for Sexual Assault and Dating Violence,reed,2015,traditional psychoeducation,illinois rape myth acceptance scale,0,1.58,0.186,0.1224744871391589,0.015
Effects of an Interactive School-Based Program for Preventing Adolescent Sexual Harrassment: A Cluster-Randomized Controlled Evaluation Study,de lijster,2016,benzies & batchies,sexual harassment (underwent-victimization),183,-0.12,0.12,0.4,0.16
Effects of an Interactive School-Based Program for Preventing Adolescent Sexual Harrassment: A Cluster-Randomized Controlled Evaluation Study,de lijster,2016,benzies & batchies,sexual harassment (comitted-perpetration),183,-0.2,0.2,0.4012480529547776,0.161
"TakeCARE, a Video Bystander Program to Help Prevent Sexual Violence on College Campuses: Results of Two Randomized, Controlled Trials",jouriles a,2016,takecare video,bystander behaviors,30,-4.27,0.225,0.13784048752090222,0.019
"TakeCARE, a Video Bystander Program to Help Prevent Sexual Violence on College Campuses: Results of Two Randomized, Controlled Trials",jouriles a,2016,takecare video,bystander behaviors,61,-7.6,0.34,0.14832396974191325,0.022
"Cost and cost-effectiveness analysis of a community mobilisation intervention to reduce intimate partner violence in Kampala, Uganda",michaels-igbokwe,2016,sasa!,past-year sexual ipv for women (victimization),0,-0.0597,-0.15,0.044721359549995794,0.002
"Cost and cost-effectiveness analysis of a community mobilisation intervention to reduce intimate partner violence in Kampala, Uganda",michaels-igbokwe,2016,sasa!,acceptibility that a woman can refuse sex,0,0.2076,0.472,0.044721359549995794,0.002
Make a Move: A Comprehensive Effect Evaluation of a Sexual Harrassment Prevention Program in Dutch Residential Youth Care,van lieshout,2016,make a move,rape attitudes,0,0,0,0.42778499272414877,0.183
Make a Move: A Comprehensive Effect Evaluation of a Sexual Harrassment Prevention Program in Dutch Residential Youth Care,van lieshout,2016,make a move,rape attitudes,183,-0.29,0.209,0.4289522117905443,0.184
A Text Message Intervention to Increase Awareness of Sexual Assault on Campus,chiriboga,2016,text message campaign,college date rape attitude scale,0,1.92,0.234,0.22803508501982758,0.052
"""And Then one Night When I Went to Class..."": The Impact of Sexual Assault Bystander Intervention Workshops Incorporated in Academic Courses",senn,2016,bringing in the bystander,bystander behaviors,122,1.04,0.141,0.07071067811865475,0.005
Assessing Different Levels and Dosages of the Shifting Boundaries Intervention to Prevent Youth Dating Violence in New York City Middle Schools: A Randomized Control Trial,taylor,2016,"shifting boundaries + a few safe dates (6, 7, 8)",frequency peer sexual victimization,183,-0.01,0.017,0.09486832980505137,0.009
Assessing Different Levels and Dosages of the Shifting Boundaries Intervention to Prevent Youth Dating Violence in New York City Middle Schools: A Randomized Control Trial,taylor,2016,"shifting boundaries + a few safe dates (6, 7, 8)",frequency peer sexual victimization,365,0.02,-0.036,0.09486832980505137,0.009
Assessing Different Levels and Dosages of the Shifting Boundaries Intervention to Prevent Youth Dating Violence in New York City Middle Schools: A Randomized Control Trial,taylor,2016,"shifting boundaries + a few safe dates (6, 7, 8)",frequency peer sexual perpetration,183,-0.03,0.038,0.09486832980505137,0.009
Assessing Different Levels and Dosages of the Shifting Boundaries Intervention to Prevent Youth Dating Violence in New York City Middle Schools: A Randomized Control Trial,taylor,2016,"shifting boundaries + a few safe dates (6, 7, 8)",frequency peer sexual perpetration,365,0.04,-0.213,0.09486832980505137,0.009
"Short-term effects of a violence-prevention curriculum on knowledge of dating violence among high school students in Port-au-Prince, Haiti",gage,2016,adaption of safe dates,knowledge of forms of physical and emotional violence in dating and relationships,0,0.83,2.259,0.1224744871391589,0.015
Sexual assault prevention: a randomized controlled trial of a military intervention,gedney,2016,united states air force academy sexual assault prevention program + motivational interviewing,illinois rape myth acceptance scale,0,0.21,0.21,0.27386127875258304,0.075
Sexual assault prevention: a randomized controlled trial of a military intervention,gedney,2016,united states air force academy sexual assault prevention program,illinois rape myth acceptance scale,0,0.12,0.12,0.2792848008753788,0.078
Using a domestic and sexual violence prevention advocate to implement a dating violence prevention program with athletes,jaime,2016,coaching boys into men - coach led,abuse perpetration,91,0.03,0.032,0.15811388300841897,0.025
Using a domestic and sexual violence prevention advocate to implement a dating violence prevention program with athletes,jaime,2016,coaching boys into men - advocate lead,abuse perpetration,91,-0.09,-0.136,0.17029386365926402,0.029
"A Behavior-Based Intervention That Prevents Sexual Assault: the Results of a Matched-Pairs, Cluster-Randomized Study in Nairobi, Kenya",baiocchi,2017,impower for girls; 50:50 for boys,rate of sexual assault victimization,244,2.1711,0.821,0.382099463490856,0.146
The Power of Consent: An Evaluation of Peer-Based Consent Programming in Sexual Assault Prevention,crane,2017,"F.A.C.E. (fully conscious, acting freely, clear, enthusiastic)",consent knowledge survey,49,-0.5,0.5,0.36055512754639896,0.13
The Power of Consent: An Evaluation of Peer-Based Consent Programming in Sexual Assault Prevention,crane,2017,"F.A.C.E. (fully conscious, acting freely, clear, enthusiastic)",ses - perpetration,49,0.0313,-0.145,0.3563705936241092,0.127
The Power of Consent: An Evaluation of Peer-Based Consent Programming in Sexual Assault Prevention,crane,2017,"F.A.C.E. (fully conscious, acting freely, clear, enthusiastic)",ses - victimization,49,0.1838,-0.501,0.36055512754639896,0.13
The Power of Consent: An Evaluation of Peer-Based Consent Programming in Sexual Assault Prevention,crane,2017,"SVE (sober, verbal enthusiastic)",consent knowledge survey,49,-0.2,0.2,0.3563705936241092,0.127
The Power of Consent: An Evaluation of Peer-Based Consent Programming in Sexual Assault Prevention,crane,2017,"SVE (sober, verbal enthusiastic)",ses - perpetration,49,0.12,-0.557,0.3619392214170772,0.131
The Power of Consent: An Evaluation of Peer-Based Consent Programming in Sexual Assault Prevention,crane,2017,"SVE (sober, verbal enthusiastic)",ses - victimization,49,0.08,-0.171,0.3563705936241092,0.127
Bystander-Based Sexual Violence Prevention With College Athletes: A Pilot Randomized Trial,exner-cortens,2017,wingman 101,illinois rape myth acceptance scale - short form,7,0.053,-0.053,0.23021728866442676,0.053
Bystander-Based Sexual Violence Prevention With College Athletes: A Pilot Randomized Trial,exner-cortens,2017,wingman 101,illinois rape myth acceptance scale - short form,61,-0.12,0.12,0.26267851073127396,0.069
Safe Sisters Evaluation: A Randomized Controlled Trial of a Bystander Intervention Program to Prevent Sexual Assault,feldwisch,2017,safe sisters,illinois rape myth acceptance scale,35,-0.36,0.043,0.282842712474619,0.08
Dating Violence in Mexican College Students: Evaluation of an Educational Workshop,lazarevich,2017,intervention,survey,0,2.68,2.127,0.17029386365926402,0.029
Secondary and 2-Year Outcomes of a Sexual Assault Resistance Program for University Women,senn,2017,"enhanced assess, acknowledge, act (eaaa)", illinois rape myth acceptance scale,7,8.7,0.69,0.07071067811865475,0.005
Secondary and 2-Year Outcomes of a Sexual Assault Resistance Program for University Women,senn,2017,"enhanced assess, acknowledge, act (eaaa)", illinois rape myth acceptance scale,730,4.4,0.349,0.10488088481701516,0.011
Secondary and 2-Year Outcomes of a Sexual Assault Resistance Program for University Women,senn,2017,"enhanced assess, acknowledge, act (eaaa)",ses - completed rape,7,-0.003,0.026,0.06324555320336758,0.004
Secondary and 2-Year Outcomes of a Sexual Assault Resistance Program for University Women,senn,2017,"enhanced assess, acknowledge, act (eaaa)",ses - completed rape,730,-0.037,0.115,0.10488088481701516,0.011
Examining the efficacy of an mHealth media literacy education program for sexual health promotion in older adolescents attending community college,scull,2017,media aware,rape myth acceptance,28,-0.01,0.013,0.1224744871391589,0.015
"TakeCARE, a Video to Promote Bystander Behavior on College Campuses: Replication and Extension",jouriles,2017,takecare in the lab,bystander behavior friends scale,30,-2.66,0.142,0.10488088481701516,0.011
"TakeCARE, a Video to Promote Bystander Behavior on College Campuses: Replication and Extension",jouriles,2017,takecare on your own,bystander behavior friends scale,30,-2.75,0.147,0.10488088481701516,0.011
"The Entertainment-Education Strategy in Sexual
Assault Prevention: A Comparison of Theoretical
Foundations and a Test of Effectiveness in a
College Campus Setting",hust,2017,social norms theory mag,involvement in sexual assault prevention activities,0,0.44,0.312,0.22803508501982758,0.052
The Entertainment-Education Strategy in Sexual Assault Prevention: A Comparison of Theoretical Foundations and a Test of Effectiveness in a College Campus Setting,hust,2017,mixed mag,involvement in sexual assault prevention activities,0,1.09,0.773,0.23021728866442676,0.053
The Entertainment-Education Strategy in Sexual Assault Prevention: A Comparison of Theoretical Foundations and a Test of Effectiveness in a College Campus Setting,hust,2017,behavior modeling content,involvement in sexual assault prevention activities,0,0.4,0.284,0.25298221281347033,0.064
Preventing interpersonal violence on college campuses: The effect of One Act Training on Bystander intervention,alegria,2017,one act,bystander behavior scale,61,0.02,0.065,0.08366600265340755,0.007
SaVE Our Campus: Analyzing the Effectiveness of an Online Sexual Violence Program,draper,2017,not anymore,illinois rape myth acceptance scale,0,-0.08,0.07,0.03162277660168379,0.001
Predictors of bystander behaviors and sexual assertiveness among college women attending a sexual assault prevention program,hahn,2017,the women's program,bystander behavior scale,14,3.44,-0.656,0.20976176963403032,0.044
Predictors of bystander behaviors and sexual assertiveness among college women attending a sexual assault prevention program,hahn,2017,the women's program,rape myth acceptance,14,-2.71,0.561,0.2073644135332772,0.043
Bystander Prevention of Sexual and Dating Violence: An Experimental Evaluation of Online and In-Person Bystander Intervention Programs,hines,2017,agent of change e-intervention,illinois rape myth acceptance scale,0,-0.2,0.339,0.09486832980505137,0.009
Bystander Prevention of Sexual and Dating Violence: An Experimental Evaluation of Online and In-Person Bystander Intervention Programs,hines,2017,agent of change e-intervention,illinois rape myth acceptance scale,183,-0.17,0.288,0.11832159566199232,0.014
Bystander Prevention of Sexual and Dating Violence: An Experimental Evaluation of Online and In-Person Bystander Intervention Programs,hines,2017,1-hr bystander program,illinois rape myth acceptance scale,0,-0.18,0.327,0.07745966692414834,0.006
